☑️,ID товара,Артикул,Название,Категории,В наличии,Цена,Бренд,Основные характеристики,Дата добавления
false,427409291,2932,"Прицел-коллиматор Kobra ЭКП-8-21 (ТО3-78, Соболь, Бекас)","9069711, 25696352, 29783377, 29786066, 25314271, 25696961, 28877311, 28756767, 28877336, 25702654, 25702865, 25696425, 25696653, 28759185, 28757093, 28760127",Нет,32500.0,,: 1; : Нет; : Военный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,427409293,9478,Прицел коллиматорный Зенит-БелОМО PRC,"9069711, 25696352, 29783377, 29783020, 29783437, 26065405, 29721276, 29721401, 25314271, 29770260, 29772316, 29772422, 29772467, 28877311, 28756767, 28877336, 25702654, 25696425, 28759185, 28757093, 28760127, 29772747, 29822868, 29823187",Да,24000.0,,: –10...+40; : Военный; : Есть,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,427409295,5910,Прицел коллиматорный STURMAN 1x32 RF,"9069711, 25696352, 29783020, 29823887, 29783437, 29823968, 29821930, 29766848, 25314271, 29822128, 29822159, 29770260, 29772422, 29772316, 29772467, 29822198, 25696653, 28877311, 28756767, 28877336, 25702654, 25702865, 25696425, 28759185, 28757093, 28760127, 29772747, 29823232, 29823253, 29823290",Да,8200.0,,: Нет; : Военный; : Есть,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,427734458,9391,Зрительная труба Vector Optics CONTINENTAL 12-40x60 ED,"49484897, 49528553, 9171538, 9069711, 23771707, 23771844, 9174948, 28790021",Да,103750.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,427737514,9458,Монокуляр Vector Optics Forester 10x50 ED,"9069711, 9174900, 9174899, 9171544",Да,6720.0,,: Водонепроницаемый; : Азотом; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,427854362,9459,Зрительная труба VICTOPTICS 20-60x70,"49484881, 49528553, 9171538, 9069711, 23771707, 9174948, 28790021",Да,5830.0,,: Наклонный; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,427857149,9460,Зрительная труба VICTOPTICS 15-45x50,"49484881, 49528553, 9171538, 9069711, 23771707, 9174948, 28790021",Нет,5110.0,,: Наклонный; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,427868191,9341,Цифровой бинокль Sturman NV800,"21370907, 9071617, 9069711, 21339985, 26605331, 9071618",Нет,26860.0,,: 940; : Влагозащищенный; : 50,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,427888920,8888,Цифровой бинокль день + ночь Sturman 6-36x50 B,"21370907, 9069711, 21339985, 26605331, 9071618, 30810992, 21214433, 21337133, 9071617, 9071625",Нет,48020.0,,: 60; : 128; : 810,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428002850,9344,Цифровой бинокль ночного видения Sturman NV400,"9071617, 21370907, 9069711, 21339985, 26605331, 9071618",Нет,12740.0,,: Влагозащищенный; : –10...+50; : 5,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428007341,8887,Цифровой бинокль дальномер Sturman 6-36x50 B LRF (день/ночь),"30810992, 21214433, 21337133, 21234156, 9071617, 9071625, 21370907, 9069711, 21339985, 26605331, 9071618, 9071619, 21265201, 9175207",Да,64590.0,,: Водонепроницаемый; : –10...+50; : 6,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428014727,9342,Цифровая камера Sturman NV8000,"30810992, 21214433, 21337133, 21370907, 9069711, 21339985, 26605331, 9071618",Нет,17630.0,,: Влагозащищенный; : –20...+50; : 4,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428019009,9340,Цифровая камера Sturman NV8160,"21370907, 9069711, 21339985, 26605331, 9071618",Нет,18610.0,,: Влагозащищенный; : –20...+50; : 52,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428150759,9197,Труба разведчика перископическая ТРП-1,"49484897, 49528553, 9171538, 9069711, 23771844",Да,45000.0,,: Прямой; : –50...+50; : Постоянная,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428551133,9337,Цифровой бинокль Sturman NV3180,"9071617, 21370907, 9069711, 21339985, 26605331, 9071618, 9071625",Нет,12990.0,,: –20...+60; : 4; : 16,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428656554,9343,Цифровая камера Sturman NV9000,"26605331, 9071618, 21370907, 9069711, 21339985, 30810992, 21214433, 21337133",Да,22530.0,,: Невидимая; : 940 нм; : CR123,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428661885,6581,Бинокль Canon 12x36 IS III,"9069711, 9175207, 21370926, 21370983, 21304604, 9175197, 30812085, 21387682, 21695131, 9071625, 26065675, 21304610, 9071617",Да,106900.0,,: 1 год; : классический; : да,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,428668211,9313,Бинокль Canon 12x32 IS,"9069711, 21370926, 21370983, 21304604, 9175207, 9175197, 21387714, 30811859, 30812085, 21387682, 21695131, 15374532, 9071625, 26065675, 9071617",Нет,159900.0,,: 1 год; : классический; : да,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,430080906,30418,Бинокль Veber Defence 10x50WP с сеткой,"9175197, 30810992, 21234220, 21234150, 21328451, 9171623, 21214473, 30054511, 30811859, 18777232, 30812085, 9071623, 9071609, 21739109, 30811699, 21291860, 21291853, 26065675, 11994994, 9069711, 21304610, 30130284, 21234182, 18789509, 9071617",Да,16630.0,,: Водонепроницаемый; : Азотом; : –25...+50,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,430373210,11002,Бинокль Veber Sport new БН 8x21 черный/синий/серебристый,"9175197, 21234220, 21265192, 18788213, 30054520, 11994994, 9069711, 9171623, 21281888, 21738939, 21739251, 9071626, 26065675, 21328390, 21328433, 9171725",Да,1510.0,,: Влагозащищенный; : –20...+40; : Россия / Китай,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,430384803,27205,Бинокль Veber 8х22 «Москва»,"9175197, 9171623, 30811721, 9069711, 11994994, 21281888, 30054516, 21691881, 21738939, 9071626, 26065675, 21328390, 9175207",Да,1850.0,,: Влагозащищенный; : Россия / Китай; : Бинокль,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,430390204,27206,Бинокль Veber 8х22 «Санкт-Петербург»,"9175197, 30811721, 9069711, 11994994, 21281888, 9171623, 9175207, 30054516, 21691881, 21738939, 9071626, 26065675, 21328390",Да,1850.0,,: Влагозащищенный; : Россия / Китай; : Бинокль,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,430393690,27850,Бинокль Veber Sputnik Zoom 8-15х42,"9175197, 30810643, 21234220, 9171623, 30811721, 30054502, 30054492, 30811859, 21407719, 9069711, 11994994, 12941187, 21738939, 9071625, 26065675, 21328390, 9071620, 9071617, 9171692, 30043415, 9175207",Да,7220.0,,: Влагозащищенный; : –25...+50; : Россия / Китай,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,430432448,29104,Бинокль Veber Hunter 10x42,"9175197, 18788713, 9171623, 18788238, 21265201, 30054492, 30054502, 18777232, 30812085, 9071626, 21291853, 21291860, 9069711, 11994994, 26065675, 9175207, 9071617, 9171644, 21328390, 18789509",Да,8400.0,,: Водонепроницаемый; : –10...+40; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,430634959,30812,Лазерный дальномер Veber 6x25 LR 1000S,"9069711, 26053737, 29342081",Да,11840.0,,: Влагозащищенный; : –10...+50; : Россия / Китай,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431003583,30974,Лазерный дальномер Veber DigitalBat LR 700,"9069711, 26053737, 29342081",Нет,27760.0,,: –30...+60; : Россия / Китай; : Veber (Вебер),Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431004278,30931,Зрительная труба Veber Defence 20-60x80D WP с сеткой,"49484881, 49528553, 9171538, 9069711, 23771707, 23771844, 9174948, 9171777",Да,25200.0,,: Наклонный; : Водонепроницаемый; : 8,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431021860,30659,Монокуляр Veber ZOOM 10-30x50,"9069711, 9174878, 9174899, 9174900, 23926989, 9171544",Нет,3110.0,,: Veber zoom; : 320; : Полное многослойное,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431022432,30725,Монокуляр Veber ZOOM 8-24x40WP,"9069711, 9174878, 9174899, 9174900, 23926989, 9171544",Нет,7290.0,,: Водонепроницаемый; : Veber zoom; : Полное многослойное,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431023089,30815,Бинокль ночного видения на шлем Veber NVB 090FHD-HM цифровой,"30811111, 21337133, 9071617, 21340011, 21350918, 29670375, 26065405, 21370907, 9069711, 21339985, 26605331, 9071618, 26065675, 30048896",Да,31790.0,,: 15; : 22; : 60,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431072452,30309,Монокуляр цифровой ночного видения Veber Black Bird 5Х35HD,"29670375, 26065405, 26605331, 23926915, 9069711, 24372160",Да,21900.0,,: 940 нм; : Россия / Китай; : цветной,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431074381,30431,Прицел цифровой Veber DigitalHunt TU50X4-32,"25703330, 29670375, 25314271, 29663714, 21337102, 21337140, 21288930, 21337159, 21329326, 21328490, 26065405, 28900928, 28877311, 9069711, 29823215, 29823292",Да,76890.0,,: Цифровой прицел; : Veber (Вебер); : Черный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431080569,31010,Прицел коллиматорный Veber Wolf Alfa RD1X20 OLED,"29661655, 29783020, 29823881, 29783437, 29781057, 29770165, 25314271, 28877311, 9069711, 28756767, 28877336, 25702654, 25696425, 25696653, 28757093, 25696352, 25703330, 26065405, 29770260, 29772422, 29772316, 29772467, 29781776, 29772747, 29773102, 29773031, 29782125, 29823215, 29823222, 29823292",Да,14860.0,,: Коллиматорный прицел; : Для страйкбола; : Черный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431103433,28683,Прицел коллиматорный Veber Храбрый Заяц 1x20x30 RD Weaver,"29780884, 29780972, 29770165, 29663654, 29783460, 25314271, 25703330, 28877311, 9069711, 28877336, 25702654, 25696653, 25696352, 26065405, 29772422, 29822164, 29772675, 29773719",Да,1390.0,,: Коллиматорный прицел; : Для страйкбола; : Черный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431110392,31099,Прицел оптический Veber MultiDOT 6-24X50 OLED,"26065405, 28877311, 28877634, 28877678, 28839744, 28853671, 28877712, 28897285, 28866315, 28881769, 9069711, 28877263, 26065424, 28877336, 30829034, 29823881, 29770057, 25703330, 25314271, 29786141, 29786148, 29786444, 29786564, 29786650, 29822884, 29823215, 29823222",Да,40320.0,,: 2; : красный; : 7000,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,431124748,30129,Прицел цифровой Veber DigitalHunt RD32X3-24 ночной,"21337102, 21337140, 21288930, 21337159, 21329326, 21328490, 26065405, 28900928, 28877311, 25703330, 29670375, 29823968, 25314271, 29663714, 9069711, 29822884, 29823187, 29823215, 29823222, 29823292",Нет,34720.0,,: Цифровой прицел; : Veber (Вебер); : Черный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,433881943,7188,Прицел Konus Glory 2-16x50 SF (сетка German-4),"29823834, 29823901, 9069711, 26065424, 29823932, 25314271, 25696961, 28899703, 28877678, 28877712, 28866315, 29766607, 29786495, 29821930, 29822209, 25696802, 29822833, 29822868, 29823069, 29823047, 29823160, 29823222, 29823253, 29823238, 29823314",Да,82000.0,,: Снайперский; : Универсальный; : Загонный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434355119,7189,Прицел Konus Glory 3-24x56 SF (сетка Fine Crosshair),"30829034, 28839744, 29823881, 29823962, 25314271, 29786141, 29766607, 29786564, 29821930, 9069711, 26065424, 25696961, 28899703, 28877678, 28877712, 28866315, 29822833, 29823160, 29823253, 29823291, 29823292",Да,76220.0,,: Снайперский; : Универсальный; : 3,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434356089,7351,Прицел Konusfire 3-9x32 (сетка 30-30),"28854506, 25696752, 28881769, 29823901, 29766607, 29821930, 25314271, 9069711, 26065424, 25696961, 28877678, 28866315, 29822209, 29822833, 29822843, 29823222, 29823314, 29823260, 29823290, 29823292",Да,7640.0,,: Нет; : ТОЗ; : 3,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434362283,7350,Прицел Konusfire 4x32 (сетка 30-30),"28854506, 9069711, 26065424, 25696752, 28881769, 25696961, 28877678, 28866315, 30829034, 28839744, 25702791, 25314271, 28860947, 29766607, 29822159, 29823265, 29823294",Да,5070.0,,: Нет; : ТОЗ; : Оптический прицел,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434363600,7235,Прицел Konushot 3-12x40 (сетка 30-30 нить),"9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 30829034, 28839744, 25702791, 25696752, 25314271, 28860947, 29766607, 29822159, 29823265, 29823294, 29823306",Да,11010.0,,: 335; : фиксированная; : 40,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434470580,7260,Прицел Konuspro 2-7x32 (сетка 30-30),"30829034, 28839744, 25702791, 29823968, 28860947, 29786160, 29766607, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 25314271, 28854506, 25696752, 29766683, 29822159, 25696802, 29823265, 29823294, 29823306",Да,10810.0,,: Нет; : Универсальный; : Загонный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434475604,7279,Прицел Konuspro 3-10x44 (сетка 275-ballistic),"30829034, 28839744, 25702791, 25696752, 29823901, 29823932, 28860947, 29766607, 25314271, 9069711, 26065424, 25696961, 28899703, 28877678, 28877712, 28866315, 29766683, 29822159, 29822198, 29823265, 29823314",Да,19920.0,,: Нет; : Универсальный; : Оптический прицел,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434480201,7255,Прицел Konuspro 3-10x44 (сетка 30-30),"30829034, 28839744, 25702791, 29823932, 25314271, 28860947, 29766607, 29766683, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 29822198",Да,16850.0,,: Нет; : Универсальный; : ТОЗ,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434505311,7267,Прицел Konuspro 3-9x32 AO (сетка 30-30),"30829034, 28839744, 25702791, 29823968, 25314271, 28860947, 29766607, 29766683, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 29822164, 29822198",Да,13320.0,,: Нет; : Универсальный; : ТОЗ,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434508646,7278,Прицел Konuspro 3-9x40 (сетка 275-ballistic),"30829034, 28839744, 25702791, 28860947, 29766607, 29766683, 29822198, 25314271, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 29822164, 29823314",Да,13480.0,,: Нет; : Универсальный; : ТОЗ,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434512482,7264,Прицел Konuspro 3-9x40 (сетка 30-30),"30829034, 28839744, 25702791, 28860947, 29766607, 29766683, 25314271, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 29822164",Да,13000.0,,: Нет; : Универсальный; : ТОЗ,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636275,O1824-62,"Прицел Gaut Obsidian 1-8x24, сетка 62 (Half MD)","28899796, 9069711, 26065424, 25696961, 28877276, 25696802, 28899703, 25697645, 26065405, 28756767, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 28897285, 28866315, 28881769, 25314271, 29822231, 29822810, 29768100, 29768143",Да,28990.0,,": Прицел; : Obsidian 1-8x24, сетка 62 (Half MD); : 24",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636280,O1824-X2,"Прицел Gaut Obsidian 1-8x24, сетка X2","28899796, 9069711, 26065424, 25696961, 28877276, 25696802, 28899703, 25697645, 28877311, 28756767, 28877678, 25702701, 28839744, 28853671, 28866220, 28877712, 25697727, 25697856, 28851675, 28852115, 28853583, 28866256, 28854506, 28866315, 28881769, 28899831, 29823855, 28759185, 28757079, 28760127, 25314271, 29823047, 29823169, 29823140, 29823113, 29823232, 29823306, 29768100, 29768143",Да,32950.0,,": Прицел; : Obsidian 1-8x24, сетка X2; : 24",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636282,O21650SF-31,"Прицел Gaut Obsidian 2-16x50, SF, сетка 31 (Half MD)","28877263, 9069711, 26065424, 25696961, 28877276, 28899703, 25697645, 26065405, 28756767, 28877336, 28877634, 28877678, 25702701, 28839744, 28853671, 28866220, 28877712, 25697727, 25697856, 28851675, 28852115, 28853583, 28866256, 28854506, 28856024, 28860148, 28860185, 28866315, 28881769, 28899831, 29823881, 28759185, 28757079, 28760127, 29823968, 25314271, 29786495, 29822128, 29822810, 29823047, 29823113, 29823140, 29823169, 29823232, 29768143, 29768100",Да,37200.0,,": Прицел; : Obsidian 2-16x50, SF, сетка 31 (Half MD); : 50",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636285,O32456SF-31,"Прицел Gaut Obsidian 3-24x56, SF, сетка 31 (Half MD)","29823905, 28877263, 9069711, 26065424, 25696961, 28877276, 28899703, 25697645, 26065405, 28756767, 28877634, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 28866315, 28881769, 25314271, 29786564, 29822231, 29822868, 29823113, 29768100, 29768143",Да,38990.0,,": Прицел; : Obsidian 3-24x56, SF, сетка 31 (Half MD); : 56",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636290,A2836-27,"Прицел Gaut Amber 2-8x36, сетка 27 (Mil-Dot)","28899796, 9069711, 26065424, 25696961, 28877276, 28899703, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 28877730, 28839744, 28853671, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28897285, 28866315, 28881769, 25314271, 29823855, 29823968, 29822112, 29822810, 29822868, 29823113, 29823198, 29823205, 29823306, 29768124, 29768100",Да,17550.0,,": Прицел; : Amber 2-8x36, сетка 27 (Mil-Dot); : 36",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636293,A31240SF-27,"Прицел Gaut Amber 3-12x40, SF, сетка 27 (Mil-Dot)","28899796, 9069711, 26065424, 25696961, 28877276, 28899703, 25697645, 26065405, 28756767, 28877678, 28877730, 25702701, 28839744, 28853671, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28897285, 28866315, 28881769, 29823881, 29823905, 25314271, 29822112, 29822128, 29822810, 29822868, 29823140, 29823205, 29823222, 29768100, 29768124",Да,22250.0,,": Прицел; : Amber 3-12x40, SF, сетка 27 (Mil-Dot); : 40",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636296,A436-27,"Прицел Gaut Amber 4x36, сетка 27 (Mil-Dot)","25697645, 28877311, 26065405, 28756767, 28877336, 28877647, 28877730, 25702701, 28839744, 28853671, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28897285, 28866315, 28881769, 28899796, 9069711, 26065424, 25696961, 28877276, 28899703, 25314271, 29822112, 29823047, 29823198, 29823205, 29768100, 29768124",Да,14950.0,,": Прицел; : Amber 4x36, сетка 27 (Mil-Dot); : 4",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636299,N1424-60,"Прицел Gaut Nephrite 1-4x24, сетка 60","29823932, 29823968, 25314271, 28899796, 9069711, 26065424, 25696961, 28877276, 28899703, 25697645, 26065405, 28756767, 28877336, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 28856024, 28860148, 28860185, 28897285, 28866315, 28881769, 29822112, 29822231, 29823047, 29823169, 29768100, 29768110",Да,14950.0,,": Прицел; : Nephrite 1-4x24, сетка 60; : 24",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636302,N1424-92,"Прицел Gaut Nephrite 1-4x24, сетка 92","29823855, 29823881, 29823905, 29823932, 25314271, 28899796, 9069711, 26065424, 25696961, 28877276, 25696802, 28899703, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 28856024, 28860148, 28860185, 28897285, 28866315, 28881769, 28899831, 29822112, 29822128, 29822810, 29822833, 29823232, 29823198, 29823306, 29768100, 29768110",Да,14950.0,,": Прицел; : Nephrite 1-4x24, сетка 92; : 24",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636306,N251050-61,"Прицел Gaut Nephrite 2.5-10x50, сетка 61 (Half MD)","29823887, 29823968, 25314271, 28877263, 9069711, 26065424, 25696961, 28877276, 28899703, 25697645, 28877311, 26065405, 28756767, 28877336, 28877634, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 25697727, 25697856, 28851675, 28852115, 28853583, 28757079, 28760127, 28866256, 28854506, 25696752, 28897285, 28866315, 28881769, 29822112, 29822833, 29768100, 29768110",Да,19650.0,,": Прицел; : Nephrite 2.5-10x50, сетка 61 (Half MD); : 50",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636310,N31242-74,"Прицел Gaut Nephrite 3-12x42, сетка 74","25314271, 28877263, 9069711, 26065424, 25696961, 28877276, 28900928, 28899703, 25697645, 28877311, 26065405, 25366163, 28756767, 28877336, 28877634, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 25697727, 25697856, 28851675, 28852115, 28853583, 28866256, 28854506, 25696752, 28856024, 28860148, 28860185, 28897285, 28866315, 28881769, 29822159, 29823246, 29768100, 29768110",Да,15990.0,,": Прицел; : Nephrite 3-12x42, сетка 74; : 42",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636313,N31256-61,"Прицел Gaut Nephrite 3-12x56, сетка 61 (Half MD)","29823901, 25314271, 29822159, 28899796, 9069711, 26065424, 28877263, 25696961, 28877276, 28899703, 25697645, 28877311, 26065405, 28756767, 28877336, 28877634, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 25697727, 25697856, 28851675, 28852115, 28853583, 28757079, 28760127, 28866256, 28854506, 25696752, 28856024, 28860148, 28860185, 28866315, 28881769, 28899831, 29823253, 29823238, 29823246, 29823306, 29768100, 29768110",Да,21500.0,,": Прицел; : Nephrite 3-12x56, сетка 61 (Half MD); : 56",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636316,N3942-32,"Прицел Gaut Nephrite 3-9x42, сетка 32","25314271, 29822159, 25696961, 9069711, 28877276, 26065424, 28899703, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 28877730, 25702701, 28839744, 28853671, 28877712, 25697727, 25697856, 28851675, 28852115, 28853583, 28866256, 28854506, 25696752, 28856024, 28860148, 28860185, 28866315, 28881769, 28899831, 29768110, 29768100",Да,15500.0,,": Прицел; : Nephrite 3-9x42, сетка 32; : 42",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636318,N3942-74,"Прицел Gaut Nephrite 3-9x42, сетка 74","29823855, 29823901, 29823948, 25314271, 29822159, 29822198, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28866315, 28881769, 28899831, 25696961, 9069711, 28877276, 26065424, 28899703, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 29823238, 29823265, 29768110, 29768100",Да,15500.0,,": Прицел; : Nephrite 3-9x42, сетка 74; : 42",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636322,N41650SF-61,"Прицел Gaut Nephrite 4-16x50, SF, сетка 61 (Half MD)","29823905, 29823948, 25314271, 29786495, 29822198, 28877263, 9069711, 26065424, 25696961, 28877276, 25697645, 28877311, 26065405, 28756767, 28877336, 28877634, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28866315, 28881769, 28899831, 29823238, 29823246, 29768110, 29768100",Да,24300.0,,": Прицел; : Nephrite 4-16x50, SF, сетка 61 (Half MD); : 50",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636324,N62450SF-61,"Прицел Gaut Nephrite 6-24x50, SF, сетка 61 (Half MD)","29823901, 25314271, 29786564, 29822198, 28877263, 9069711, 26065424, 25696961, 28877276, 25697645, 28877311, 26065405, 28756767, 28877336, 28877634, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28877712, 28759185, 28757079, 28760127, 28866256, 28854506, 28866315, 29822164, 29823160, 29823238, 29823222, 29823265, 29768110, 29768100",Да,24850.0,,": Прицел; : Nephrite 6-24x50, SF, сетка 61 (Half MD); : 50",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636326,Q2732AO-3,"Прицел Gaut Quartz 2-7x32, AO, сетка 3 (Mil-Dot)","28853671, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28897285, 28866315, 28881769, 25696961, 9069711, 28877276, 26065424, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 28877730, 25702701, 28839744, 29823905, 25314271, 29822198, 29822164, 29823160, 29823246, 29823222, 29823253, 29823265, 29768100, 29768140",Да,5300.0,,: Водонепроницаемый; : 25.4; : Прицел,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636328,Q3940AO-2,"Прицел Gaut Quartz 3-9x40, AO, сетка 2 (Mil-Dot)","29823855, 29823901, 25696961, 9069711, 28877276, 26065424, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 28877730, 25702701, 28839744, 28853671, 28877712, 28759185, 25697727, 25697856, 28851675, 28852115, 28853583, 28757079, 28760127, 28866256, 28854506, 25696752, 28856024, 28860148, 28860185, 28897285, 28866315, 28881769, 28899831, 29823932, 29823948, 25314271, 29822164, 29823140, 29823160, 29823265, 29768100, 29768140",Да,8400.0,,": Водозащищенный; : 25,4; : Прицел",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
